,title,budget,revenue,runtime,movie_id,genre
4484,Fallen,170000000,1310466296,129,351286,"Action,Adventure,Science Fiction,Thriller,"
4485,Familiye,0,0,102,521929,"Drama,"
4486,Famous in Ahmedabad,0,0,29,439756,"Comedy,Documentary,Drama,"
4487,Fanatic,18000000,3153,89,509853,"Crime,Thriller,"
4488,Fandry,0,0,105,230846,"Drama,Family,"
4489,Farce,12,0,90,14547,"Comedy,Action,Adventure,"
4490,Fear and Loathing in Las Vegas,18500000,10680275,118,1878,"Adventure,Drama,Comedy,"
4491,Feel Rich,0,0,0,452667,
4492,Fiddler on the Roof,9000000,83304330,181,14811,"Drama,Romance,"
4493,Fifty,55000000,368307760,105,337167,"Drama,Romance,"
4494,Figaro Pho,0,0,28,464127,"Animation,"
4495,Figures of Speech,0,0,27,371904,
4496,Filmworker,0,0,94,458080,"Documentary,"
4497,Filosofi Kopi The Movie,0,0,108,460516,"Drama,Adventure,"
4498,Final Destination,23000000,112880294,98,9532,"Horror,"
4499,Final Destination 2,26000000,90941129,90,9358,"Horror,Mystery,"
4500,Final Destination 3,25000000,118890272,93,9286,"Horror,Mystery,"
4501,Fire at Sea,0,0,114,377151,"Documentary,"
4502,Fireflies,0,0,108,7353,"Drama,"
4503,First Impression,0,0,0,323579,"Romance,"
4504,First Kill,0,9572765,99,760161,"Horror,Thriller,"
4505,FirstBorn,0,6250994,103,54752,"Drama,Thriller,"
4506,Fishpeople,0,0,48,500177,"Documentary,"
4507,Fishtail,0,0,70,261861,"Documentary,"
4508,Fittest in Dubai,0,0,60,646079,"Documentary,"
4509,Five Elements Ninjas,0,0,108,41378,"Action,"
4510,Flash of Genius,0,0,119,14914,"Drama,"
4511,Flimflam,0,0,104,42407,"Action,Comedy,Crime,"
4512,Flock of Four,0,0,80,484867,"Music,Adventure,Comedy,Drama,History,"
4513,Flying Guillotine 2,0,0,93,49636,"Fantasy,Action,"
4514,Follow Me,0,3551439,88,606625,"Horror,Thriller,"
4515,Footprints: The Path of Your Life,0,0,89,464251,"Documentary,"
4516,For Colored Girls,0,37000000,134,44944,"Drama,"
4517,For Grace,0,0,110,534344,"Family,Romance,"
4518,For Greater Glory,12000000,9622846,145,96399,"History,Drama,"
4519,For Love or Money,30000000,11146270,94,9024,"Comedy,Romance,"
4520,For the Birds,0,0,3,13930,"Animation,Family,Comedy,"
4521,For the Love of Benji,0,0,85,38802,"Family,"
4522,Forbidden Games: The Justin Fashanu Story,0,0,81,457552,"Documentary,"
4523,Forbidden Planet,1900000,3250000,98,830,"Science Fiction,"
4524,Forever Chape,0,0,73,540136,"Documentary,"
4525,Forever Pure,0,0,87,411014,"Documentary,"
4526,Forks Over Knives,0,664747,90,64288,"Documentary,"
4527,Four Christmases,80000000,164112721,88,12193,"Comedy,Romance,Drama,"
4528,Four Weddings and a Funeral,4400000,245700832,117,712,"Comedy,Drama,Romance,"
4529,Fracture,10000000,91354215,113,6145,"Thriller,"
4530,Frances Ha,0,4069826,86,121986,"Comedy,Drama,"
4531,Freak Show,0,0,91,440424,"Comedy,Drama,"
4532,Fred Claus,100000000,97838349,116,5375,"Action,Comedy,Drama,"
4533,Free Willy,20000000,153698625,112,1634,"Family,Adventure,Drama,"
4534,Freeway: Crack in the System,0,0,103,298432,"Documentary,"
4535,Freezer's Campaign,0,0,115,433825,"Comedy,"
4536,French Dirty,0,0,72,345869,"Drama,Comedy,"
4537,Freshman Year,6000000,20543,100,19824,"Comedy,"
4538,Friday the 13th,550000,59754601,95,4488,"Horror,"
4539,Friend Request,0,0,91,378029,"Thriller,"
4540,From Japan to Egypt,,,,,
4541,From Paris with Love,52000000,52826594,92,26389,"Action,Crime,Thriller,"
4542,Froning: The Fittest Man in History,0,0,99,362226,"Documentary,"
4543,Frozen Planet: On Thin Ice,,,,,
4544,Frozen Planet: The Epic Journey,,,,,
4545,Frozen River,1000000,5457664,97,10183,"Drama,"
4546,Full Out,1500000,0,94,298582,"History,Drama,Family,"
4547,Functional Fitness,0,0,105,496378,
4548,Furie,0,0,97,622654,"Thriller,"
4549,Furthest Witness,0,0,87,548998,"Crime,Drama,Thriller,"
4550,G-Force,150000000,292817841,88,19585,"Animation,Family,Fantasy,Action,Adventure,Comedy,"
4551,Gabriel and the Mountain,0,0,127,453356,"Drama,"
4552,Gagarin: First in Space,7000000,0,108,199327,"Drama,History,"
4553,Galih dan Ratna,0,0,112,446156,"Drama,Romance,"
4554,Gangs of New York,100000000,193772504,168,3131,"Drama,History,Crime,"
4555,Garuda Di Dadaku,0,0,97,141507,
4556,Garuda in My Heart 2,,,,,
4557,Gehenna: Where Death Lives,0,0,107,403283,"Horror,Thriller,Mystery,Science Fiction,"
4558,Gelo,0,0,118,391754,"Drama,Romance,"
4559,Gemini,0,173469516,117,453405,"Science Fiction,Action,Thriller,"
4560,Gender Revolution: A Journey with Katie Couric,0,0,90,438962,"Documentary,TV Movie,"
4561,George of the Jungle 2,12000000,0,87,26264,"Adventure,Comedy,Family,"
4562,Get Him to the Greek,40000000,90029656,109,32823,"Adventure,Comedy,Music,"
4563,Get Santa,0,0,102,250535,"Comedy,Family,"
4564,Get Smart,80000000,230685453,110,11665,"Action,Comedy,Thriller,"
4565,Getting Played,0,0,81,18307,"Comedy,Romance,"
4566,Ghayal,6629605,7637304,127,381298,"Action,Crime,Drama,"
4567,Ghost House,0,0,92,359228,"Horror,Thriller,Mystery,"
4568,Ghost Pain,0,0,58,196750,"Action,Animation,Crime,Science Fiction,"
4569,Ghost Rider,110000000,228738393,114,1250,"Thriller,Action,Fantasy,"
4570,Ghost Tears,0,0,59,240341,"Action,Animation,Science Fiction,"
4571,Ghost Whispers,0,0,50,212168,"Action,Animation,Science Fiction,Thriller,"
4572,Ghulam-E-Musthafa,0,0,162,111978,"Drama,Action,Crime,"
4573,Gie,0,0,140,39061,"Drama,History,"
4574,Gigi,0,0,114,829503,"Drama,"
4575,Ginger & Rosa,5000000,0,108,9871,"Horror,"
