,title,budget,revenue,runtime,movie_id,genre
1133,Miss India,0.0,0.0,95.0,326256.0,"Family,Comedy,Drama,"
1134,Felix Lobrecht: Hype,0.0,0.0,59.0,760314.0,"Comedy,"
1135,MOTHER,0.0,0.0,111.0,739413.0,"Science Fiction,Thriller,"
1136,The Beginning of Life,0.0,0.0,29.0,784990.0,
1137,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,0.0,0.0,14.0,760880.0,
1138,Prospect,0.0,0.0,98.0,506072.0,"Science Fiction,"
1139,Christmas Break-In,0.0,0.0,87.0,566494.0,"Family,Drama,"
1140,Elf Pets: A Fox Cub’s Christmas Tale,0.0,0.0,27.0,650809.0,"Animation,Family,Fantasy,"
1141,Elf Pets: Santa’s Reindeer Rescue,0.0,0.0,26.0,759633.0,"Animation,Family,"
1142,Elliot the Littlest Reindeer,0.0,0.0,89.0,455842.0,"Animation,Family,Adventure,"
1143,Little Monsters,0.0,0.0,94.0,503125.0,"Horror,Comedy,"
1144,Mile 22,35000000.0,66308758.0,95.0,347375.0,"Action,Thriller,"
1145,Piercing,0.0,0.0,82.0,440444.0,"Horror,Thriller,Mystery,"
1146,Snowden,40000000.0,37357216.0,134.0,302401.0,"Drama,History,Crime,Thriller,"
1147,The Impossible,45000000.0,198087212.0,113.0,80278.0,"Adventure,Drama,Thriller,"
1148,The Next Karate Kid,12000000.0,15876353.0,107.0,11231.0,"Action,Drama,Family,Adventure,"
1149,Wheels of Fortune,0.0,0.0,107.0,759780.0,"Comedy,"
1150,The 12th Man,7806306.0,9567121.0,136.0,435577.0,"War,Drama,"
1151,Hidden in Plain Sight,0.0,0.0,0.0,288793.0,
1152,His House,0.0,0.0,93.0,575774.0,"Drama,Horror,Thriller,"
1153,In Line,40000000.0,176997168.0,128.0,9386.0,"Action,Drama,Thriller,Crime,Mystery,"
1154,Kaali Khuhi,0.0,0.0,90.0,744876.0,"Horror,Drama,Thriller,"
1155,Rogue City,0.0,0.0,116.0,671039.0,"Crime,Thriller,Action,Drama,"
1156,The Day of the Lord,0.0,0.0,93.0,676844.0,"Drama,Horror,Thriller,"
1157,Pagpag: Nine Lives,,,,,
1158,Holidate,0.0,0.0,104.0,615665.0,"Comedy,Romance,"
1159,La Gran Ilusión,0.0,0.0,50.0,825623.0,
1160,Metallica Through The Never,18000000.0,7972967.0,93.0,193613.0,"Music,"
1161,Nobody Sleeps in the Woods Tonight,0.0,0.0,97.0,871964.0,"Horror,Thriller,Comedy,"
1162,Secrets of the Saqqara Tomb,0.0,0.0,113.0,753583.0,"Documentary,"
1163,Guillermo Vilas: Settling the Score,0.0,0.0,94.0,752618.0,"Documentary,"
1164,Sarah Cooper: Everything's Fine,0.0,0.0,49.0,732359.0,"Comedy,"
1165,Ajab Prem Ki Ghazab Kahani,0.0,26000000.0,150.0,24827.0,"Romance,Comedy,Action,"
1166,Black '47,0.0,0.0,100.0,438145.0,"Drama,Western,"
1167,I Am Woman,0.0,0.0,116.0,531033.0,"Drama,Music,"
1168,Alice Junior,0.0,0.0,90.0,619154.0,"Romance,Comedy,Drama,"
1169,Over the Moon,0.0,0.0,100.0,560050.0,"Animation,Adventure,Family,Fantasy,"
1170,Shattered Memories,0.0,0.0,83.0,660632.0,"Thriller,TV Movie,Crime,"
1171,Bending the Arc,0.0,0.0,102.0,433049.0,"Documentary,"
1172,Cadaver,0.0,0.0,76.0,323372.0,"Drama,Thriller,"
1173,Exes Baggage,0.0,0.0,104.0,548185.0,"Drama,Romance,"
1174,Fisherman's Friends,0.0,0.0,112.0,559713.0,"Comedy,Drama,"
1175,The Hows of Us,0.0,1397388.0,117.0,543688.0,"Drama,Romance,"
1176,The Hummingbird Project,0.0,876980.0,111.0,489243.0,"Thriller,Drama,"
1177,"Yes, God, Yes",0.0,0.0,78.0,527660.0,"Drama,"
1178,Brave Blue World: Racing to Solve Our Water Crisis,0.0,0.0,50.0,755688.0,"Documentary,"
1179,Rebecca,1288000.0,6000000.0,130.0,223.0,"Mystery,Drama,Thriller,Romance,"
1180,The Magic School Bus Rides Again The Frizz Connection,0.0,0.0,44.0,754310.0,"Family,Animation,"
1181,Tremors: Shrieker Island,0.0,0.0,103.0,670266.0,"Action,Horror,"
1182,Beirut Oh Beirut,0.0,0.0,110.0,329172.0,"Drama,"
1183,Bosta,0.0,0.0,112.0,237350.0,
1184,Ghadi,0.0,0.0,121.0,72346.0,"Drama,Music,Romance,"
1185,Heritages,0.0,0.0,0.0,986074.0,
1186,Listen,0.0,273224.0,73.0,728143.0,"Drama,"
1187,Out of Life,0.0,0.0,13.0,1020183.0,
1188,Panoptic,0.0,0.0,10.0,684137.0,
1189,Taxi Ballad,0.0,0.0,93.0,428349.0,"Drama,"
1190,The Kite,20000000.0,73276047.0,128.0,7979.0,"Drama,"
1191,The Little Wars,0.0,0.0,108.0,153549.0,"War,Drama,"
1192,Under the Bombs,0.0,0.0,98.0,32092.0,"Romance,Drama,History,War,"
1193,West Beirut,0.0,0.0,105.0,49184.0,"Romance,Drama,Comedy,"
1194,What Did I Mess,450000.0,0.0,100.0,755074.0,
1195,Whispers,0.0,537.0,72.0,51107.0,"Drama,Family,"
1196,Zozo,5600000.0,0.0,105.0,49220.0,"Drama,"
1197,ParaNorman,60000000.0,107139399.0,90.0,77174.0,"Family,Animation,Adventure,Comedy,"
1198,I Am Vengeance: Retaliation,0.0,0.0,90.0,661227.0,"Action,"
